column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
4646,2,1,Late delivery,1,2015-09-23 02:57:00.0000000,First Class,Europe,18026
4647,2,1,Late delivery,1,2017-06-22 12:13:00.0000000,First Class,Europe,61758
4648,2,1,Late delivery,1,2016-09-11 09:07:00.0000000,First Class,Europe,42294
4649,2,1,Late delivery,1,2015-10-23 01:31:00.0000000,First Class,Europe,20077
4650,2,1,Late delivery,1,2015-10-18 22:22:00.0000000,First Class,Europe,19794
4651,2,1,Late delivery,1,2015-07-19 09:42:00.0000000,First Class,Europe,13524
4652,2,1,Late delivery,1,2016-12-11 06:43:00.0000000,First Class,Europe,48521
4653,2,1,Late delivery,1,2017-10-21 03:49:00.0000000,First Class,Europe,70023
4654,2,1,Late delivery,1,2015-08-11 17:33:00.0000000,First Class,Europe,15122
4655,2,1,Late delivery,1,2017-08-29 23:20:00.0000000,First Class,Europe,66448
4656,2,1,Late delivery,1,2017-07-22 19:32:00.0000000,First Class,Europe,63834
4657,2,1,Late delivery,1,2017-10-26 09:35:00.0000000,First Class,Europe,70382
4658,2,1,Late delivery,1,2015-10-14 07:39:00.0000000,First Class,Europe,19478
4659,2,1,Late delivery,1,2015-09-18 15:45:00.0000000,First Class,Europe,17720
4660,2,1,Late delivery,1,2017-08-24 16:52:00.0000000,First Class,Europe,66087
4661,2,1,Late delivery,1,2017-08-20 05:18:00.0000000,First Class,Europe,65780
4662,2,1,Late delivery,1,2017-07-11 07:49:00.0000000,First Class,Europe,63047
4663,2,1,Late delivery,1,2015-09-09 07:32:00.0000000,First Class,Europe,17080
4664,2,1,Late delivery,1,2017-08-14 01:49:00.0000000,First Class,Europe,65359
4665,2,1,Late delivery,1,2015-08-18 11:46:00.0000000,First Class,Europe,15585
4666,2,1,Late delivery,1,2017-07-05 18:20:00.0000000,First Class,Europe,62666
4667,2,1,Late delivery,1,2017-10-02 21:53:00.0000000,First Class,Europe,68773
4668,2,1,Late delivery,1,2017-08-12 23:53:00.0000000,First Class,Europe,65285
4669,2,1,Late delivery,1,2017-09-27 10:51:00.0000000,First Class,Europe,68399
4670,2,1,Late delivery,1,2015-08-14 05:07:00.0000000,First Class,Europe,15292
4671,2,1,Late delivery,1,2017-06-29 09:56:00.0000000,First Class,Europe,62231
4672,2,1,Late delivery,1,2015-07-25 01:17:00.0000000,First Class,Europe,13911
4673,2,1,Late delivery,1,2015-10-17 21:08:00.0000000,First Class,Europe,19722
4674,2,1,Late delivery,1,2015-10-18 08:21:00.0000000,First Class,Europe,19754
4675,2,1,Late delivery,1,2015-07-30 03:54:00.0000000,First Class,Europe,14261
4676,2,1,Late delivery,1,2016-12-08 12:09:00.0000000,First Class,Europe,48331
4677,2,1,Late delivery,1,2015-09-01 00:53:00.0000000,First Class,Europe,16513
4678,2,1,Late delivery,1,2015-08-25 19:38:00.0000000,First Class,Europe,16087
4679,2,1,Late delivery,1,2015-08-12 08:58:00.0000000,First Class,Europe,15166
4680,2,1,Late delivery,1,2015-06-17 22:43:00.0000000,First Class,Europe,11369
4681,2,1,Late delivery,1,2017-10-07 14:42:00.0000000,First Class,Europe,69095
4682,2,1,Late delivery,1,2017-10-08 07:52:00.0000000,First Class,Europe,69144
4683,2,1,Late delivery,1,2017-11-10 17:48:00.0000000,First Class,Europe,71433
4684,2,1,Late delivery,1,2017-11-11 05:22:00.0000000,First Class,Europe,71466
4685,2,1,Late delivery,1,2015-04-19 20:31:00.0000000,First Class,LATAM,7321
4686,2,1,Late delivery,1,2017-02-20 19:24:00.0000000,First Class,LATAM,53421
4687,2,1,Late delivery,1,2017-04-13 09:10:00.0000000,First Class,LATAM,56954
4688,2,1,Late delivery,1,2015-06-01 03:28:00.0000000,First Class,LATAM,10218
4689,2,1,Late delivery,1,2017-05-28 16:59:00.0000000,First Class,LATAM,60059
4690,2,1,Late delivery,1,2015-04-05 21:14:00.0000000,First Class,LATAM,6364
4691,2,1,Late delivery,1,2017-06-04 01:44:00.0000000,First Class,LATAM,60495
4692,2,1,Late delivery,1,2015-04-08 22:06:00.0000000,First Class,LATAM,6572
4693,2,1,Late delivery,1,2017-02-26 12:44:00.0000000,First Class,LATAM,53813
4694,2,1,Late delivery,1,2017-03-08 17:16:00.0000000,First Class,LATAM,54511
4695,2,1,Late delivery,1,2015-02-28 12:53:00.0000000,First Class,LATAM,3874
4696,2,1,Late delivery,1,2015-01-23 20:59:00.0000000,First Class,LATAM,1431
4697,2,1,Late delivery,1,2017-04-29 12:18:00.0000000,First Class,LATAM,58059
4698,2,1,Late delivery,1,2015-03-24 11:26:00.0000000,First Class,LATAM,5514
4699,2,1,Late delivery,1,2015-04-14 22:06:00.0000000,First Class,LATAM,6983
4700,2,1,Late delivery,1,2015-05-08 14:21:00.0000000,First Class,LATAM,8605
4701,2,1,Late delivery,1,2017-05-20 01:35:00.0000000,First Class,LATAM,59467
4702,2,1,Late delivery,1,2017-05-03 03:11:00.0000000,First Class,LATAM,58307
4703,2,1,Late delivery,1,2015-02-24 16:02:00.0000000,First Class,LATAM,3609
4704,2,1,Late delivery,1,2017-05-24 05:47:00.0000000,First Class,LATAM,59753
4705,2,1,Late delivery,1,2015-03-24 02:20:00.0000000,First Class,LATAM,5488
4706,2,1,Late delivery,1,2017-01-22 04:54:00.0000000,First Class,LATAM,51393
4707,2,1,Late delivery,1,2017-03-10 09:34:00.0000000,First Class,LATAM,54626
4708,2,1,Late delivery,1,2015-05-21 14:52:00.0000000,First Class,LATAM,9497
4709,2,1,Late delivery,1,2017-05-05 16:29:00.0000000,First Class,LATAM,58482
4710,2,1,Late delivery,1,2017-04-21 14:03:00.0000000,First Class,LATAM,57516
4711,2,1,Late delivery,1,2015-02-19 23:13:00.0000000,First Class,LATAM,3287
4712,2,1,Late delivery,1,2017-06-16 00:19:00.0000000,First Class,LATAM,61313
4713,2,1,Late delivery,1,2015-02-05 19:23:00.0000000,First Class,LATAM,2317
4714,2,1,Late delivery,1,2017-03-04 04:40:00.0000000,First Class,LATAM,54201
4715,2,1,Late delivery,1,2015-03-02 12:10:00.0000000,First Class,LATAM,4009
4716,2,1,Late delivery,1,2015-04-15 11:46:00.0000000,First Class,LATAM,7022
4717,2,1,Late delivery,1,2017-02-14 01:11:00.0000000,First Class,LATAM,52958
4718,2,1,Late delivery,1,2015-04-29 00:11:00.0000000,First Class,LATAM,7948
4719,2,1,Late delivery,1,2015-03-22 04:05:00.0000000,First Class,LATAM,5356
4720,2,1,Late delivery,1,2015-03-16 18:28:00.0000000,First Class,LATAM,4986
4721,2,1,Late delivery,1,2017-02-17 15:43:00.0000000,First Class,LATAM,53205
4722,2,1,Late delivery,1,2017-02-20 20:06:00.0000000,First Class,LATAM,53423
4723,2,1,Late delivery,1,2015-02-20 12:53:00.0000000,First Class,LATAM,3326
4724,2,1,Late delivery,1,2015-01-18 14:52:00.0000000,First Class,LATAM,1071
4725,2,1,Late delivery,1,2015-03-04 06:13:00.0000000,First Class,LATAM,4129
4726,2,1,Late delivery,1,2015-03-12 03:24:00.0000000,First Class,LATAM,4669
4727,2,1,Late delivery,1,2015-06-01 10:49:00.0000000,First Class,LATAM,10239
4728,2,1,Late delivery,1,2015-03-31 02:51:00.0000000,First Class,LATAM,5969
4729,2,1,Late delivery,1,2015-03-06 06:55:00.0000000,First Class,LATAM,4268
4730,2,1,Late delivery,1,2015-03-22 17:24:00.0000000,First Class,LATAM,5394
4731,2,1,Late delivery,1,2015-02-18 12:11:00.0000000,First Class,LATAM,3187
4732,2,1,Late delivery,1,2017-06-16 09:47:00.0000000,First Class,LATAM,61340
4733,2,1,Late delivery,1,2015-03-25 08:07:00.0000000,First Class,LATAM,5573
4734,2,1,Late delivery,1,2015-04-18 12:17:00.0000000,First Class,LATAM,7229
4735,2,1,Late delivery,1,2017-04-30 13:10:00.0000000,First Class,LATAM,58130
4736,2,1,Late delivery,1,2015-01-08 14:10:00.0000000,First Class,LATAM,384
4737,2,1,Late delivery,1,2017-06-04 10:30:00.0000000,First Class,LATAM,60520
4738,2,1,Late delivery,1,2017-06-03 08:34:00.0000000,First Class,LATAM,60446
4739,2,1,Late delivery,1,2015-05-01 09:38:00.0000000,First Class,LATAM,8112
4740,2,1,Late delivery,1,2015-05-21 04:21:00.0000000,First Class,LATAM,9467
4741,2,1,Late delivery,1,2015-04-12 08:26:00.0000000,First Class,LATAM,6807
4742,2,1,Late delivery,1,2015-04-01 16:41:00.0000000,First Class,LATAM,6077
4743,2,1,Late delivery,1,2017-03-24 15:09:00.0000000,First Class,LATAM,55601
4744,2,1,Late delivery,1,2017-05-27 06:39:00.0000000,First Class,LATAM,59961
4745,2,1,Late delivery,1,2017-06-11 19:04:00.0000000,First Class,LATAM,61024
4746,2,1,Late delivery,1,2015-04-15 21:13:00.0000000,First Class,LATAM,7049
4747,2,1,Late delivery,1,2017-04-18 07:14:00.0000000,First Class,LATAM,57291
4748,2,1,Late delivery,1,2017-12-27 04:15:00.0000000,First Class,Pacific Asia,74614
4749,2,1,Late delivery,1,2017-12-23 02:51:00.0000000,First Class,Pacific Asia,74336
4750,2,1,Late delivery,1,2017-12-04 16:01:00.0000000,First Class,Pacific Asia,73072
4751,2,1,Late delivery,1,2018-01-09 13:31:00.0000000,First Class,Pacific Asia,75531
4752,2,1,Late delivery,1,2018-01-10 17:54:00.0000000,First Class,Pacific Asia,75612
4753,2,1,Late delivery,1,2017-12-03 10:14:00.0000000,First Class,Pacific Asia,72987
4754,2,1,Late delivery,1,2017-11-23 00:27:00.0000000,First Class,Pacific Asia,72274
4755,2,1,Late delivery,1,2016-01-11 13:19:00.0000000,First Class,Pacific Asia,25591
4756,2,1,Late delivery,1,2015-11-25 21:15:00.0000000,First Class,Pacific Asia,22394
4757,2,1,Late delivery,1,2015-12-11 20:53:00.0000000,First Class,Pacific Asia,23489
4758,2,1,Late delivery,1,2016-02-26 02:44:00.0000000,First Class,Pacific Asia,28712
4759,2,1,Late delivery,1,2015-12-24 00:01:00.0000000,First Class,Pacific Asia,24320
4760,2,1,Late delivery,1,2015-12-01 11:47:00.0000000,First Class,Pacific Asia,22778
4761,2,1,Late delivery,1,2015-11-14 23:33:00.0000000,First Class,Pacific Asia,21647
4762,2,1,Late delivery,1,2017-12-20 14:36:00.0000000,First Class,Pacific Asia,74164
4763,2,1,Late delivery,1,2018-01-30 03:51:00.0000000,First Class,Pacific Asia,76942
4764,2,1,Late delivery,1,2018-01-01 05:07:00.0000000,First Class,Pacific Asia,74959
4765,2,1,Late delivery,1,2015-11-21 00:36:00.0000000,First Class,Pacific Asia,22061
4766,2,1,Late delivery,1,2016-02-29 08:10:00.0000000,First Class,Pacific Asia,28933
4767,2,1,Late delivery,1,2016-02-05 22:12:00.0000000,First Class,Pacific Asia,27329
4768,2,1,Late delivery,1,2016-10-15 11:52:00.0000000,First Class,Pacific Asia,44631
4769,2,1,Late delivery,1,2015-12-24 14:23:00.0000000,First Class,Pacific Asia,24361
4770,2,1,Late delivery,1,2016-01-07 10:31:00.0000000,First Class,Pacific Asia,25309
4771,2,1,Late delivery,1,2016-02-20 09:24:00.0000000,First Class,Pacific Asia,28320
4772,2,1,Late delivery,1,2016-01-11 01:45:00.0000000,First Class,Pacific Asia,25558
4773,2,1,Late delivery,1,2017-12-14 18:06:00.0000000,First Class,Pacific Asia,73763
4774,2,1,Late delivery,1,2015-12-10 20:22:00.0000000,First Class,Pacific Asia,23419
4775,2,1,Late delivery,1,2017-12-16 13:12:00.0000000,First Class,Pacific Asia,73886
4776,2,1,Late delivery,1,2016-02-04 20:17:00.0000000,First Class,Pacific Asia,27255
4777,2,1,Late delivery,1,2017-11-24 07:58:00.0000000,First Class,Pacific Asia,72364
4778,2,1,Late delivery,1,2017-01-12 11:55:00.0000000,First Class,Pacific Asia,50728
4779,2,1,Late delivery,1,2017-12-30 17:44:00.0000000,First Class,Pacific Asia,74858
4780,2,1,Late delivery,1,2015-12-22 10:53:00.0000000,First Class,Pacific Asia,24214
4781,2,1,Late delivery,1,2015-11-12 17:57:00.0000000,First Class,Pacific Asia,21494
4782,2,1,Late delivery,1,2016-02-16 19:55:00.0000000,First Class,Pacific Asia,28076
4783,2,1,Late delivery,1,2016-01-15 12:36:00.0000000,First Class,Pacific Asia,25863
4784,2,1,Late delivery,1,2017-11-16 02:23:00.0000000,First Class,Pacific Asia,71800
4785,2,1,Late delivery,1,2017-11-19 10:37:00.0000000,First Class,Pacific Asia,72029
4786,2,1,Late delivery,1,2016-11-19 19:42:00.0000000,First Class,Pacific Asia,47051
4787,2,1,Late delivery,1,2016-01-04 14:33:00.0000000,First Class,Pacific Asia,25115
4788,2,1,Late delivery,1,2015-11-27 15:39:00.0000000,First Class,Pacific Asia,22515
4789,2,1,Late delivery,1,2016-02-25 19:44:00.0000000,First Class,Pacific Asia,28692
4790,2,1,Late delivery,1,2015-11-22 15:08:00.0000000,First Class,Pacific Asia,22171
4791,2,1,Late delivery,1,2016-02-01 12:24:00.0000000,First Class,Pacific Asia,27027
4792,2,1,Late delivery,1,2016-01-16 01:34:00.0000000,First Class,Pacific Asia,25900
4793,2,1,Late delivery,1,2016-02-05 15:54:00.0000000,First Class,Pacific Asia,27311
4794,2,1,Late delivery,1,2015-12-21 19:28:00.0000000,First Class,Pacific Asia,24170
4795,2,1,Late delivery,1,2015-11-23 05:09:00.0000000,First Class,Pacific Asia,22211
4796,2,1,Late delivery,1,2016-02-01 07:30:00.0000000,First Class,Pacific Asia,27013
4797,2,1,Late delivery,1,2015-11-26 07:25:00.0000000,First Class,Pacific Asia,22423
4798,2,1,Late delivery,1,2015-11-19 20:13:00.0000000,First Class,Pacific Asia,21980
4799,2,1,Late delivery,1,2015-11-29 12:09:00.0000000,First Class,Pacific Asia,22642
4800,2,1,Late delivery,1,2017-12-18 11:48:00.0000000,First Class,Pacific Asia,74019
4801,2,1,Late delivery,1,2018-01-22 06:40:00.0000000,First Class,Pacific Asia,76402
4802,2,1,Late delivery,1,2017-12-12 09:42:00.0000000,First Class,Pacific Asia,73602
4803,2,1,Late delivery,1,2018-01-08 01:47:00.0000000,First Class,Pacific Asia,75429
4804,2,1,Late delivery,1,2017-12-11 06:22:00.0000000,First Class,Pacific Asia,73524
4805,2,1,Late delivery,1,2018-01-08 18:36:00.0000000,First Class,Pacific Asia,75477
4806,2,1,Late delivery,1,2018-01-28 04:33:00.0000000,First Class,Pacific Asia,76807
4807,2,1,Late delivery,1,2017-12-12 18:49:00.0000000,First Class,Pacific Asia,73628
4808,2,1,Late delivery,1,2016-04-13 17:54:00.0000000,First Class,USCA,31975
4809,2,1,Late delivery,1,2016-04-28 09:18:00.0000000,First Class,USCA,32978
4810,2,1,Late delivery,1,2016-06-28 14:18:00.0000000,First Class,USCA,37171
4811,2,1,Late delivery,1,2016-04-25 15:26:00.0000000,First Class,USCA,32790
4812,2,1,Late delivery,1,2016-06-19 01:10:00.0000000,First Class,USCA,36517
4813,2,1,Late delivery,1,2016-04-14 20:32:00.0000000,First Class,USCA,32051
4814,2,1,Late delivery,1,2016-08-03 23:42:00.0000000,First Class,USCA,39664
4815,2,1,Late delivery,1,2016-08-05 01:17:00.0000000,First Class,USCA,39737
4816,2,1,Late delivery,1,2016-04-30 03:00:00.0000000,First Class,USCA,33097
4817,2,1,Late delivery,1,2016-08-12 10:12:00.0000000,First Class,USCA,40242
4818,2,1,Late delivery,1,2016-06-03 13:06:00.0000000,First Class,USCA,35455
4819,2,1,Late delivery,1,2016-05-23 04:53:00.0000000,First Class,USCA,34678
4820,2,1,Late delivery,1,2016-09-23 03:08:00.0000000,First Class,USCA,43099
4821,2,1,Late delivery,1,2016-04-06 15:59:00.0000000,First Class,USCA,31490
4822,2,1,Late delivery,1,2016-07-01 19:01:00.0000000,First Class,USCA,37390
4823,2,1,Late delivery,1,2016-08-01 08:18:00.0000000,First Class,USCA,39483
4824,2,1,Late delivery,1,2016-04-15 22:49:00.0000000,First Class,USCA,32126
4825,2,1,Late delivery,1,2016-06-06 04:52:00.0000000,First Class,USCA,35637
4826,2,1,Late delivery,1,2016-05-28 05:03:00.0000000,First Class,USCA,35021
4827,2,1,Late delivery,1,2016-08-06 00:45:00.0000000,First Class,USCA,39804
4828,2,1,Late delivery,1,2016-06-30 16:03:00.0000000,First Class,USCA,37313
4829,2,1,Late delivery,1,2016-04-06 04:47:00.0000000,First Class,USCA,31458
4830,2,1,Late delivery,1,2016-04-07 21:25:00.0000000,First Class,USCA,31574
4831,2,1,Late delivery,1,2016-05-23 08:03:00.0000000,First Class,USCA,34687
4832,2,1,Late delivery,1,2016-05-13 12:16:00.0000000,First Class,USCA,34014
4833,2,1,Late delivery,1,2016-05-18 16:17:00.0000000,First Class,USCA,34368
4834,2,1,Late delivery,1,2016-04-17 05:17:00.0000000,First Class,USCA,32213
4835,2,1,Late delivery,1,2016-04-23 05:38:00.0000000,First Class,USCA,32625
4836,2,1,Late delivery,1,2016-05-14 00:10:00.0000000,First Class,USCA,34048
4837,2,1,Late delivery,1,2016-09-02 17:43:00.0000000,First Class,Africa,41702
4838,2,1,Late delivery,1,2016-12-06 03:23:00.0000000,First Class,Europe,48169
4839,2,1,Late delivery,1,2016-10-27 15:42:00.0000000,First Class,Europe,45464
4840,2,1,Late delivery,1,2016-10-09 05:55:00.0000000,First Class,Europe,44203
4841,2,1,Late delivery,1,2016-10-26 00:07:00.0000000,First Class,Europe,45351
4842,2,1,Late delivery,1,2017-07-15 04:18:00.0000000,First Class,Europe,63311
4843,2,1,Late delivery,1,2017-05-18 16:39:00.0000000,First Class,LATAM,59373
4844,2,1,Late delivery,1,2015-03-18 18:06:00.0000000,First Class,LATAM,5122
4845,2,1,Late delivery,1,2017-03-09 20:36:00.0000000,First Class,LATAM,54589
4846,2,1,Late delivery,1,2017-02-09 20:59:00.0000000,First Class,LATAM,52672
4847,2,1,Late delivery,1,2015-02-17 10:16:00.0000000,First Class,LATAM,3113
4848,2,1,Late delivery,1,2016-03-25 05:09:00.0000000,First Class,Pacific Asia,30637
4849,2,1,Late delivery,1,2016-03-29 14:36:00.0000000,First Class,Pacific Asia,30938
4850,2,1,Late delivery,1,2016-02-26 19:33:00.0000000,First Class,Pacific Asia,28760
4851,2,1,Late delivery,1,2016-10-31 09:45:00.0000000,First Class,Pacific Asia,45721
4852,2,1,Late delivery,1,2016-07-26 19:52:00.0000000,First Class,USCA,39105
4853,2,1,Late delivery,1,2016-04-13 01:05:00.0000000,First Class,USCA,31927
4854,2,1,Late delivery,1,2016-05-31 17:29:00.0000000,First Class,USCA,35262
4855,2,1,Late delivery,1,2016-06-25 02:55:00.0000000,First Class,USCA,36933
4856,2,1,Late delivery,1,2016-04-10 08:38:00.0000000,First Class,USCA,31743
4857,2,1,Late delivery,1,2016-12-29 00:23:00.0000000,First Class,Europe,49736
4858,2,1,Late delivery,1,2017-09-12 23:19:00.0000000,First Class,Europe,67407
4859,2,1,Late delivery,1,2015-09-08 18:34:00.0000000,First Class,Europe,17043
4860,2,1,Late delivery,1,2017-07-09 22:11:00.0000000,First Class,Europe,62951
4861,2,1,Late delivery,1,2015-07-18 14:05:00.0000000,First Class,Europe,13468
4862,2,1,Late delivery,1,2017-03-17 07:59:00.0000000,First Class,LATAM,55101
4863,2,1,Late delivery,1,2017-04-24 23:41:00.0000000,First Class,LATAM,57749
4864,2,1,Late delivery,1,2017-04-24 01:37:00.0000000,First Class,LATAM,57686
4865,2,1,Late delivery,1,2017-05-18 17:00:00.0000000,First Class,LATAM,59374
4866,4,4,Shipping on time,0,2016-12-12 06:53:00.0000000,Standard Class,Pacific Asia,48453
4867,6,4,Late delivery,1,2018-01-03 11:26:00.0000000,Standard Class,Pacific Asia,74840
4868,2,4,Advance shipping,0,2016-03-28 13:23:00.0000000,Standard Class,Pacific Asia,30866
4869,4,4,Shipping on time,0,2015-11-23 06:33:00.0000000,Standard Class,Pacific Asia,22078
4870,2,4,Advance shipping,0,2017-12-23 22:07:00.0000000,Standard Class,Pacific Asia,74391
4871,2,4,Advance shipping,0,2018-01-30 12:16:00.0000000,Standard Class,Pacific Asia,76966
4872,6,4,Late delivery,1,2016-11-15 20:25:00.0000000,Standard Class,Pacific Asia,46505
4873,5,4,Late delivery,1,2016-03-23 19:00:00.0000000,Standard Class,Pacific Asia,30334
4874,4,4,Shipping on time,0,2015-12-25 00:33:00.0000000,Standard Class,Pacific Asia,24253
4875,6,4,Late delivery,1,2016-10-29 06:15:00.0000000,Standard Class,Pacific Asia,45300
4876,3,4,Advance shipping,0,2016-11-10 07:48:00.0000000,Standard Class,Pacific Asia,46332
4877,3,4,Advance shipping,0,2015-11-27 03:34:00.0000000,Standard Class,Pacific Asia,22412
4878,2,4,Advance shipping,0,2015-11-21 07:36:00.0000000,Standard Class,Pacific Asia,22081
4879,6,4,Late delivery,1,2017-01-19 03:41:00.0000000,Standard Class,Pacific Asia,50910
4880,6,4,Late delivery,1,2016-09-28 11:01:00.0000000,Standard Class,Pacific Asia,43190
4881,2,4,Advance shipping,0,2015-11-30 00:03:00.0000000,Standard Class,Pacific Asia,22676
4882,2,4,Advance shipping,0,2016-09-04 20:10:00.0000000,Standard Class,Pacific Asia,41846
4883,3,4,Advance shipping,0,2015-11-15 13:02:00.0000000,Standard Class,Pacific Asia,21617
4884,6,4,Late delivery,1,2017-11-20 07:38:00.0000000,Standard Class,Pacific Asia,71815
4885,4,4,Shipping on time,0,2017-11-19 07:27:00.0000000,Standard Class,Pacific Asia,71883
4886,2,4,Advance shipping,0,2015-11-12 02:53:00.0000000,Standard Class,Pacific Asia,21451
4887,5,4,Late delivery,1,2015-12-15 03:53:00.0000000,Standard Class,Pacific Asia,23509
4888,5,4,Late delivery,1,2016-02-01 11:32:00.0000000,Standard Class,Pacific Asia,26819
4889,3,4,Advance shipping,0,2016-01-03 17:42:00.0000000,Standard Class,Pacific Asia,24987
4890,5,4,Late delivery,1,2016-12-01 13:13:00.0000000,Standard Class,Pacific Asia,47649
4891,3,4,Advance shipping,0,2015-11-30 05:08:00.0000000,Standard Class,Pacific Asia,22622
4892,4,4,Shipping on time,0,2016-01-12 15:14:00.0000000,Standard Class,Pacific Asia,25528
